GSE91061,GSE61992,GSE91061|GSE61992
ZNF552,,
HNRNPF,,
IKBKG,,
ZNF813,,
RBM25,,
PMS2CL,,
THOC3,,
ZNF200,,
ZNF155,,
PTGDS,,
RNF41,,
AFF2,,
ANKRA2,,
CPSF6,,
RAD51-AS1,,
SETD1A,,
ZNF273,,
SPG11,,
MAP2K6,,
METTL22,,
SPHK2,,
RPL6,,
ZNF767P,,
TCERG1,,
EIF4H,,
ZNF611,,
RPL13A,,
C3orf62,,
ZNF225,,
HERPUD2,,
CCDC102B,,
FBXO33,,
BCL3,,
ABTB1,,
TFAM,,
TSEN54,,
PUS1,,
ZNF547,,
NPRL2,,
ZDHHC21,,
ARAP2,,
EIF1AD,,
CTDP1,,
MIS12,,
MSH3,,
NSA2,,
MGA,,
PSPC1,,
RBM4B,,
NR3C1,,
GAK,,
TRNT1,,
KIAA0040,,
CSF2RB,,
METAP2,,
TMEM175,,
POLA2,,
CCDC191,,
ZNF467,,
PPIL3,,
MAP3K1,,
CASP10,,
TRRAP,,
PRDM11,,
SLC38A9,,
BATF,,
CDK11A,,
SEC24C,,
RPS27,,
CACNA2D3,,
MRPS14,,
WHAMMP1,,
MEPCE,,
SAMD9L,,
TCEANC2,,
GNA14,,
IKBKB,,
ANXA7,,
PNN,,
ATG16L2,,
ACKR1,,
ZNF75A,,
THAP2,,
POLR2C,,
GTF2F1,,
CLPX,,
SRF,,
APBB3,,
PLAGL2,,
SNRNP35,,
MIR631,,
MRPL50,,
RPL23A,,
EWSR1,,
HS6ST1,,
NFX1,,
DOP1A,,
ACAP2,,
SIRT1,,
AKIRIN1,,
MIR3176,,
RABEP1,,
CBX7,,
MAPKAPK2,,
PYM1,,
ZIK1,,
RHOBTB2,,
RFX7,,
ELP5,,
RNASEH2B,,
SREK1,,
TMEM129,,
CARF,,
PSMB10,,
GPATCH11,,
EXOG,,
SWSAP1,,
LGI2,,
RAP1GDS1,,
RFT1,,
EZR,,
VPS13C,,
FAS,,
CDK13,,
CXorf65,,
TAGAP,,
TUT7,,
SLC25A42,,
DIMT1,,
PRMT6,,
PIH1D1,,
KYAT3,,
CTSW,,
FAM220A,,
MAPKAPK5-AS1,,
SPG7,,
VPS33A,,
WDR70,,
RNF138,,
PIGG,,
BUB3,,
DDX3X,,
TAF12,,
ZNF891,,
METTL14,,
KIAA1143,,
PRKAB1,,
RPS29,,
PDIK1L,,
PPP1R15B,,
ZNF329,,
OTUD5,,
LPAR2,,
BIRC6,,
TMEM186,,
CCDC39,,
PLPP5,,
ZNF761,,
CASP8AP2,,
NFYC,,
GNA12,,
RPAP3,,
RPUSD4,,
HMGB1,,
PCIF1,,
ELP6,,
PTPN2,,
PAXIP1-AS2,,
ZNF292,,
PSIP1,,
MEF2A,,
ABHD13,,
POLL,,
IKZF5,,
RIC1,,
SIK3,,
RBM7,,
EID3,,
AMN1,,
MIR3197,,
VTI1A,,
ZNF420,,
BAZ1A,,
DHRS12,,
DNAJC4,,
KLRA1P,,
TRMT2B,,
GTF2B,,
MYD88,,
OMA1,,
RNF126,,
PTCRA,,
RPS14,,
TMEM161B,,
E4F1,,
VEZT,,
EPHA4,,
PLPP6,,
ARAP1,,
RBM17,,
ANAPC10,,
NDOR1,,
CCDC28A,,
MBNL3,,
LOC374443,,
TUSC2,,
ZNF254,,
C1QL4,,
ABRAXAS1,,
HSD17B7P2,,
C1orf50,,
INO80,,
RMI1,,
RIPK3,,
TCEANC,,
SLC12A2-DT,,
SFXN1,,
CEP250,,
CNPY3,,
MIDN,,
TCAF2,,
RC3H2,,
C19orf47,,
HNRNPUL1,,
PCGF3,,
IFT57,,
SF3B1,,
CNOT11,,
SLC26A7,,
RPS6KA4,,
IMP4,,
ZNF652,,
DOK1,,
PBX4,,
ZNF17,,
ZNF680,,
RPS6,,
MTREX,,
ZNF212,,
STAR,,
MED30,,
PALD1,,
AIMP1,,
SH2D3A,,
CCNI,,
WDR83,,
HNRNPH3,,
METAP1,,
ERCC8,,
HLA-DMB,,
MBTD1,,
ANGEL2,,
CACTIN,,
U2AF1,,
MIR3609,,
UPK1A-AS1,,
MTMR12,,
MSANTD2,,
CHD1,,
CDKL1,,
PAPOLG,,
TOP1,,
ATP5MG,,
FUBP1,,
CDKN2AIP,,
LSM10,,
PRKCQ,,
KDM5C,,
RPS11,,
ZNF134,,
ABCD4,,
LMBRD2,,
RNU6-78P,,
FBXL3,,
REXO1,,
MTA1,,
RAB11FIP1,,
GGNBP2,,
TBC1D1,,
IBA57,,
H2AZ2,,
MBD1,,
AP4E1,,
MRPL54,,
MYNN,,
FZR1,,
SON,,
SLC7A6OS,,
ZNF397,,
SLU7,,
NUDCD2,,
MAPKAPK5,,
WDR59,,
ZNF614,,
STK10,,
FBXO8,,
NUP62,,
DUSP2,,
GABPB2,,
SEC31B,,
CLCF1,,
SRRM2,,
EIF2B1,,
TXNL4B,,
ZKSCAN7,,
PPP5C,,
SNX22,,
SSNA1,,
PRKACB,,
PHF10,,
SIRT6,,
HTT,,
TAFAZZIN,,
SNRNP25,,
CTBP1-DT,,
SNRPA,,
EDRF1,,
LINC01089,,
AKAP10,,
P2RX1,,
MRPL11,,
ZNF687,,
NFKBID,,
ELOF1,,
POLE3,,
NUP54,,
ZNF350,,
MAPRE2,,
PTBP1,,
NSMCE3,,
TECPR1,,
MAU2,,
RBM12,,
ZNF444,,
RPS15A,,
COX10,,
DNAJB14,,
TUBGCP3,,
DHPS,,
ZNF23,,
TNNI3,,
LINC00174,,
SPNS2,,
MLC1,,
CHKB,,
ZNF33B,,
RPS23,,
SNRNP40,,
FBRSL1,,
PAXX,,
CHI3L2,,
ROCK1,,
LRR1,,
SPOUT1,,
EIF4EBP2,,
NCOA1,,
SUGP2,,
USP25,,
ACTR1B,,
RMC1,,
USP4,,
SIVA1,,
CCDC115,,
FOXRED1,,
ZCCHC4,,
ATXN2L,,
ZDHHC4,,
COX7C,,
NPHP4,,
RPL19,,
ZNF484,,
ASF1A,,
SRP19,,
MRPS31P5,,
FRAT2,,
ZNF48,,
ZSWIM1,,
KMO,,
SETBP1,,
ORC2,,
RNF216,,
DPY19L1P1,,
PLRG1,,
RPL7A,,
NEURL4,,
TLR7,,
TBRG1,,
MAPK9,,
ERVK13-1,,
FBXO34,,
GCDH,,
MIS18BP1,,
KIF22,,
SDHD,,
RNF111,,
SBNO2,,
MEN1,,
RPL5,,
COPS3,,
TBCC,,
CIAO3,,
CHMP4A,,
ARFGAP2,,
PPP6R2,,
ALMS1P1,,
GPALPP1,,
ZNF407,,
NCBP3,,
PFN2,,
CMTM1,,
IRF1,,
RPL23P8,,
ACSL6,,
CEP350,,
UHRF2,,
PPP1R35,,
RFXANK,,
UPF3A,,
LIG4,,
SNORD95,,
RHOT2,,
ZNF641,,
MED22,,
TXNIP,,
OAZ2,,
ZSCAN16,,
SNORA80B,,
BCLAF1,,
KAT6A,,
BNIP1,,
HINFP,,
NMRK1,,
H2AX,,
SGSM3,,
DCAF8,,
CCDC146,,
ZXDA,,
ZNF766,,
TSC22D4,,
HECTD4,,
PRKAA1,,
TNFRSF18,,
STN1,,
TRAPPC4,,
BRF1,,
PATZ1,,
MARK3,,
FIP1L1,,
NUDT22,,
TRIM56,,
RC3H1,,
SDCCAG8,,
ZNF140,,
PPP1R12C,,
RABGAP1,,
AGFG2,,
AKAP11,,
ACIN1,,
ZSCAN25,,
THAP6,,
IGHE,,
COA1,,
TRAV21,,
CDAN1,,
ARF6,,
NSD3,,
PPP2R1A,,
TMEM134,,
MACROD2,,
CHD3,,
MRFAP1,,
COX10-DT,,
YJU2B,,
TCIRG1,,
NBPF15,,
ZNF507,,
RRN3P2,,
PSMB9,,
EPC2,,
TOPORS,,
MIR186,,
ZNF181,,
DDX39B,,
RHBDF2,,
ACD,,
RPA3,,
IQCB1,,
MRPL1,,
GPN2,,
MED16,,
MTIF3,,
ERCC6L2,,
SMDT1,,
WDR55,,
PNRC1,,
ZNF324,,
SPI1,,
ATXN7L2,,
DGKQ,,
TRMT10A,,
MAPK8IP3,,
KLHDC7B,,
TXLNG,,
FASTKD3,,
SMG9,,
SLC6A16,,
ZNF234,,
GOSR1,,
ZFP36L1,,
NFYC-AS1,,
GABPB1-AS1,,
CIRBP-AS1,,
SNX5,,
SUZ12P1,,
UBE2N,,
LMO2,,
SH3BP1,,
RBM19,,
DGCR5,,
MYO1F,,
RCAN3AS,,
SLC9A7,,
RBM6,,
KLF12,,
PSMA5,,
BNIP2,,
GIMAP8,,
LUZP6,,
MIER3,,
COPS4,,
PPP2CA,,
QRICH1,,
STK16,,
MZF1,,
TMEM154,,
MRPL42,,
RNF214,,
DENND1B,,
ZNF222,,
XRCC3,,
TRADD,,
DMAC1,,
EML3,,
CELF1,,
SNORD62A,,
STAG2,,
THAP5,,
LIFR,,
NSUN3,,
C15orf62,,
DDX54,,
CDR2,,
ALOX5,,
CCR8,,
SCLT1,,
UXT,,
PRP4K,,
ZNF570,,
YY1AP1,,
MCTS1,,
ZFP36L2,,
FBXW2,,
SLC35E2A,,
ZMYM2,,
NOB1,,
TIRAP,,
LYSMD3,,
TOR2A,,
BMPR2,,
ZNF137P,,
EIF3G,,
UBAC2,,
CAMK1G,,
NFRKB,,
CREBRF,,
RGS9,,
PARD6A,,
TUBA4A,,
TMEM167B,,
SEC16A,,
SH3BGRL,,
SRFBP1,,
TRIM28,,
SFPQ,,
JUNB,,
TADA1,,
ZBTB7B,,
POLR1F,,
IL10RB,,
TLE3,,
SRRM1,,
OTX1,,
DBP,,
CLU,,
ODC1,,
ZFYVE28,,
RPL10,,
DNAAF2,,
CBLL1,,
UBE2I,,
ERH,,
ZNF277,,
NAA60,,
PSEN2,,
DDX41,,
SLC25A19,,
CCDC106,,
ZNF175,,
CCDC174,,
MAP3K2,,
ANP32A,,
RASA4CP,,
PDPR2P,,
B9D2,,
ZNF274,,
RPUSD1,,
BDP1,,
RPL28,,
TRIM26,,
TRAF2,,
RPS25,,
APOLD1,,
VMAC,,
CDC14A,,
RPAIN,,
EXOSC6,,
DNAJC17,,
ACTR6,,
TMPO-AS1,,
OBI1,,
HELB,,
RPL10A,,
SFSWAP,,
PDS5B,,
FCF1,,
ANP32E,,
FAM86FP,,
ALPK1,,
BAZ1B,,
PRIMPOL,,
AMPD2,,
PNPLA8,,
CEP20,,
SAFB,,
INTS9,,
NCOR1,,
ICE2,,
METTL17,,
SMIM27,,
PPP1R8,,
N4BP2L2,,
KDM5A,,
PIBF1,,
S100PBP,,
WDR73,,
LETM1,,
FAM32A,,
NOPCHAP1,,
GPR171,,
PRPF31,,
TNKS2,,
ZNF865,,
FAM111A,,
TMA16,,
EXOC8,,
CYB5R4,,
CHMP1A,,
MIR4712,,
TOR4A,,
ATG4C,,
PHIP,,
GATAD2B,,
SANBR,,
ZBTB26,,
PMPCA,,
CCDC71,,
CHCHD7,,
ZNF275,,
ABHD15,,
SCAF4,,
DUS3L,,
DCP1A,,
UMAD1,,
ZXDB,,
C14orf93,,
ZNF574,,
TAF5,,
RBBP6,,
CALM3,,
POM121,,
ZEB1-AS1,,
ZZEF1,,
FAM169A,,
LENG8,,
NHERF1,,
CRBN,,
RFX3,,
PCNT,,
PITPNC1,,
GRWD1,,
NUP42,,
RPRD2,,
WDR77,,
ZNF567,,
IL18,,
NDUFA3,,
ZNF302,,
CCNT2-AS1,,
CFAP20,,
MGAT2,,
SPAG7,,
MTERF1,,
ERAL1,,
USP12,,
UTP6,,
ZNF606,,
SMU1,,
ABHD17A,,
MED29,,
NFKBIB,,
SNORD96A,,
SFI1,,
LYRM7,,
LAMP3,,
DMAP1,,
FAAP100,,
DNTTIP2,,
PHF1,,
TMEM218,,
NUDCD3,,
ZC3H6,,
SET,,
MRPL20,,
NAT1,,
SGPL1,,
GPATCH8,,
TMEM203,,
PRPF38A,,
PYGO2,,
RNASET2,,
CHIC2,,
GPR108,,
SNX13,,
KLHDC2,,
NLE1,,
GRK5,,
ZNF550,,
TTC14,,
RPS9,,
LUC7L,,
PRRC2B,,
TMEM248,,
CTDNEP1,,
MAGEE1,,
TLK1,,
GSG1L,,
SDAD1,,
NEK6,,
DDX46,,
ZNF844,,
DIS3,,
NAA80,,
TTPAL,,
RPL37,,
PHLPP2,,
EPOP,,
PCGF3-AS1,,
SKAP2,,
SLC35A4,,
TRAPPC13,,
AKAP8L,,
TTC33,,
OTUB1,,
ZNF268,,
MCPH1,,
WDR36,,
BACE2,,
MARCHF9,,
RACK1,,
EIF4E3,,
ZNF204P,,
STING1,,
ETV6,,
ERN1,,
HARS1,,
SNN,,
HCK,,
RTRAF,,
ZKSCAN4,,
RHBDD1,,
HAPSTR1,,
PRPS1,,
PPP4C,,
SUV39H1,,
MAP3K5,,
RRN3P1,,
UBAP1,,
TRMT1,,
EIF2D,,
DDX56,,
POLK,,
TSSC4,,
C1orf131,,
UVSSA,,
ARID2,,
UBL7-DT,,
UQCRC2,,
SCAF8,,
DHX15,,
TRAPPC11,,
ZNF264,,
SMARCAD1,,
TSPYL1,,
BTN2A1,,
PPP3CA,,
ZNF79,,
RASA3,,
RPL15,,
LOC286437,,
KHDRBS1,,
PRPF39,,
R3HDM1,,
SNORD20,,
EOLA1,,
CHURC1,,
ARHGEF7,,
SPATS2L,,
DMAC2L,,
ZNF782,,
LDB1,,
N4BP1,,
ZNF81,,
PCBD2,,
AP4S1,,
QDPR,,
ZCCHC3,,
ANAPC15,,
DDX19B,,
LASP1,,
CYBA,,
KIAA0232,,
IRF2BP1,,
SAYSD1,,
COG8,,
ABHD17B,,
CRCP,,
MIR5581,,
TRAPPC1,,
ARID3A,,
MTG1,,
RASA1,,
EDF1,,
RNF220,,
AP5Z1,,
SUPT5H,,
TEPSIN,,
SNRPF,,
ISY1,,
SMIM20,,
SERTAD3,,
CCR2,,
GNS,,
TMEM143,,
MRRF,,
GEMIN4,,
SH3GLB2,,
KANSL2,,
SCO1,,
MORC2-AS1,,
MGAT4A,,
PRPF3,,
GPBP1L1,,
ARRDC1,,
FBXO41,,
KCTD18,,
INTS5,,
ITFG2,,
MGAT3,,
LOC100240735,,
ZNF606-AS1,,
ZNF93,,
KLHL11,,
B3GNTL1,,
SART1,,
DDX51,,
SDR39U1,,
ZNF860,,
RPUSD2,,
MIER1,,
NAXD,,
RPL13,,
AFG3L1P,,
COG4,,
EPS15L1,,
SEPHS1,,
RPS3A,,
RNASEH2C,,
ABRACL,,
SH3TC1,,
GNAI2,,
EXOSC8,,
SIN3B,,
NHLRC4,,
MCM3AP,,
CLDN15,,
C16orf87,,
VPS50,,
GEMIN2,,
XRCC1,,
CBFB,,
LRP11,,
BLCAP,,
CARNMT1,,
PANK4,,
NOTCH1,,
MACROH2A1,,
GJA4,,
CCDC59,,
LOC554206,,
ORMDL3,,
TTC1,,
ZGRF1,,
PIWIL4,,
CCDC152,,
RAB14,,
WDR5B,,
RPS20,,
ATP5PB,,
ZC3H11A,,
N4BP2,,
ZBTB17,,
SZRD1,,
NUP188,,
MEI1,,
MBLAC2,,
GSE1,,
LAMTOR1,,
NRDE2,,
CCT6P1,,
PGAM2,,
SIGIRR,,
KLRF1,,
FUCA2,,
TNRC6A,,
PIGL,,
NKAPD1,,
MTRF1,,
STAG3L2,,
SBNO1,,
RPL18,,
RAB1B,,
TARDBP,,
ZNF461,,
UBE2Q2,,
FEM1A,,
SIKE1,,
ARPC4,,
RCC1L,,
RPS6KB2,,
TCF4,,
ZNF10,,
UPRT,,
PHAX,,
GFM2,,
PER2,,
CAP1,,
EP400,,
TIAL1,,
MYO18A,,
CCNH,,
DDX5,,
LARP4B,,
EIF3F,,
ATF6B,,
CD101,,
ELAC1,,
MARCHF7,,
TMEM116,,
SUSD6,,
PHF20,,
PARG,,
ZNF131,,
LSM14A,,
PGAM5,,
RNF38,,
ZNF12,,
NASP,,
FAH,,
ZNF691,,
ZNF669,,
FAM120AOS,,
RBBP4,,
MINK1,,
EIF3K,,
PAIP2,,
ZNF780A,,
GALT,,
SLC49A4,,
P2RY12,,
AP4B1,,
CDCA7,,
ACVR1,,
UBXN1,,
PRAG1,,
TUT1,,
PLOD1,,
PPFIBP1,,
NSMCE1,,
CCDC170,,
AMPH,,
VPS37B,,
AGK,,
RILPL2,,
GTF2H3,,
GEMIN7,,
EEF2,,
USB1,,
ATP6V0A2,,
AGAP6,,
YWHAB,,
TDG,,
PSKH1,,
LRRC61,,
REXO4,,
BRMS1,,
NAF1,,
GATD3,,
CAPZB,,
LAS1L,,
SCAND2P,,
RDH13,,
TMEM128,,
TMEM42,,
ZNRD2-DT,,
SELENOO,,
SPSB3,,
ISG20L2,,
LINS1,,
ATRX,,
SUMO2,,
PSMA3,,
DENND6B,,
JPX,,
GFI1,,
ZBTB24,,
ATP11C,,
ZNF530,,
ZNF267,,
ZNF710,,
ZNF260,,
FAM120A,,
ICE1,,
GBA2,,
MIR3124,,
SNAPC4,,
PSMD7,,
CTDSP1,,
NSL1,,
WDR76,,
POLR2J,,
EIF5A2,,
KRI1,,
TXNDC11,,
PPM1K,,
SMIM7,,
IL6ST,,
IPO8,,
RPS6KB1,,
ZNF653,,
ENSA,,
MTX3,,
IL15RA,,
LIN54,,
TAF7,,
MIR641,,
ZNF699,,
UBR1,,
NGLY1,,
CDKN2D,,
CBX3P2,,
RPL30,,
POLR3GL,,
MRPL4,,
LENG1,,
ZNHIT3,,
KATNB1,,
DHX29,,
MMP9,,
NOC4L,,
RNPS1,,
HIVEP1,,
TSSK6,,
FANCF,,
LINC00312,,
ECSIT,,
PQBP1,,
TEX9,,
ZNF587B,,
TMEM183A,,
SMCO2,,
ZFP3,,
SLC35C2,,
TRPT1,,
METTL4,,
SF3B3,,
THAP9,,
ZRANB2,,
CHD8,,
CDK10,,
HLA-F,,
PCNX2,,
KAT5,,
HERC4,,
USP16,,
BRD9,,
MATN3,,
METTL25B,,
RPL3,,
HMGN3,,
RAB23,,
DYRK1B,,
DNAJC8,,
TMEM106B,,
ITCH,,
CHERP,,
INE1,,
PRKCQ-AS1,,
RBP5,,
NKTR,,
RPS2,,
MAP10,,
CIB1,,
TRAP1,,
RCAN3,,
C10orf95-AS1,,
TPM3,,
DPEP2,,
GRAMD1A,,
RAD50,,
BRWD3,,
SARS2,,
RABL2A,,
WRAP53,,
ZMAT1,,
SHLD2,,
ENTR1,,
MLX,,
CWC27,,
DUSP28,,
RPL32,,
ZNF354B,,
FKBP15,,
JMJD7,,
IDH3G,,
ZNF439,,
LOC100506639,,
CIC,,
BTBD2,,
SSBP1,,
DPH5,,
RPL18A,,
POM121C,,
DHFR,,
USP34,,
PWAR5,,
LRIG2,,
KIAA0753,,
MATK,,
UBOX5,,
ZNF407-AS1,,
RCOR1,,
FBXO10,,
AP3B1,,
PCID2,,
GOLPH3L,,
PCBP2,,
RRAGD,,
LSM7,,
SLFN12L,,
CCDC126,,
GOLGA7B,,
RMI2,,
RNF213,,
SEMA7A,,
ZFX,,
CCN4,,
UBIAD1,,
MIR4435-2HG,,
DOT1L,,
AP3M1,,
ZNF165,,
SNIP1,,
BEX5,,
TLE4,,
DHX9,,
XRCC4,,
RPL11,,
ZNF8,,
ZNF184,,
ZNF581,,
DCAF17,,
TELO2,,
ANKRD10,,
MED10,,
CDK2AP2,,
FGF11,,
MAGOH,,
DRG2,,
BCL2L12,,
TBC1D10B,,
TRIM4,,
HMGN4,,
EEF1A1,,
ZBTB7A,,
CCDC18-AS1,,
MRPL32,,
HASPIN,,
C9orf72,,
BRWD1,,
NUBP2,,
PRMT9,,
HBP1,,
ABCC1,,
THG1L,,
HEATR3,,
IL34,,
DEK,,
MAPK8,,
CHD9,,
AMIGO1,,
PIM1,,
CDC23,,
AGGF1,,
NDE1,,
KXD1,,
POLR2D,,
ZNF594,,
BTF3,,
RBM33,,
SOCS4,,
ZBTB22,,
TBP,,
STRIP1,,
LRIF1,,
FAM98C,,
COL13A1,,
SPEN-AS1,,
OSBPL8,,
APOBEC3C,,
WDR11,,
MRAS,,
INKA1,,
TMEM260,,
GUSBP11,,
EIF4B,,
KIF3C,,
LINC01000,,
TRAF4,,
EXOSC7,,
ZBTB8OS,,
ATR,,
EXOSC1,,
RSAD1,,
COQ8B,,
EPB41L3,,
CROCCP2,,
SF3B2,,
PPM1B,,
ZNF317,,
RNF113A,,
TRIM66,,
PRMT7,,
PLAA,,
AP1B1,,
MOB3B,,
RUNDC1,,
GOLPH3,,
IFNGR1,,
POLR3K,,
AQR,,
TCOF1,,
ZNF613,,
ZNF416,,
DDX24,,
RBMY2EP,,
GLIDR,,
LOC730183,,
YLPM1,,
KRR1,,
LINC00520,,
MRPL49,,
ZNF678,,
ZNF485,,
MCM5,,
RNF144A,,
ZNF83,,
NAA25,,
ZNF879,,
PDCD7,,
UBE2Q1,,
ZNHIT2,,
RPL26,,
OSER1,,
BRD10,,
PIEZO2,,
CEP164,,
COP1,,
PSMC6,,
DDX23,,
MRPS18C,,
DAGLB,,
PYCR2,,
PISD,,
RAD9A,,
WBP1L,,
PHF19,,
SEC24B,,
PIK3CD,,
ALKBH5,,
NAAA,,
CD1B,,
TRIM11,,
FYN,,
SIMC1,,
APRT,,
PTPN4,,
LCMT2,,
LYPLA2,,
ABCE1,,
BRD3,,
SYPL1,,
ZNF644,,
CLEC16A,,
SEPTIN7P14,,
SURF1,,
USP21,,
RAB24,,
METTL3,,
SMARCA5,,
CUL5,,
GPRIN3,,
ZNF513,,
LAMC2,,
UFM1,,
TIMM17B,,
WIPI2,,
CD82,,
VAMP4,,
MRPS9,,
MORC3,,
ZNF875,,
ZNF132,,
C1QB,,
MED27,,
CREBZF,,
RIPOR1,,
DNMT1,,
TTC39C,,
G3BP2,,
ASPHD2,,
SNRNP48,,
SUPT4H1,,
ZNF568,,
ZNF32-AS2,,
DR1,,
RPS27A,,
CNOT7,,
ZNF815P,,
MAP3K4,,
KAT14,,
PPIA,,
ARHGEF9,,
RABGEF1P1,,
NOP16,,
CCNT2,,
KRIT1,,
ADAM28,,
ZNF772,,
PAFAH2,,
IDUA,,
RFC1,,
PDS5A,,
CAPZA2,,
ZNF583,,
CXXC5,,
CYBB,,
SMC5,,
GTF2E1,,
SESN3,,
HPS6,,
JMY,,
TOMM20L,,
SKIC3,,
NIF3L1,,
UBE2J2,,
ATG2B,,
ZNF827,,
DOC2GP,,
CNOT9,,
SMG7,,
ANKRD44,,
MMP12,,
GMCL1,,
ZNF347,,
AGL,,
AASDHPPT,,
ANO1,,
UBE2R2,,
RBM4,,
GCNT4,,
SFT2D3,,
SMPD3,,
TIA1,,
CREBBP,,
CSTF3,,
TTI2,,
HMMR,,
PMS2P3,,
SF3A2,,
TAB2,,
ANAPC1,,
HACD4,,
SETD6,,
ZC4H2,,
EEF1B2,,
PTPRE,,
TIMM29,,
ZC3H7A,,
ZFP82,,
SHCBP1,,
RELCH,,
USP8,,
PPP1R3E,,
AGO3,,
SDC3,,
MAN2B2,,
GABPA,,
C2CD2L,,
HIRIP3,,
ATP6V1G1,,
PCYOX1L,,
GFOD2,,
GAS2L1,,
REC8,,
MOB3C,,
CCDC159,,
FAM135B,,
ASB8,,
PHF14,,
EXOC1,,
CBX6,,
GSK3A,,
IFNLR1,,
EXOSC2,,
PPIP5K2,,
BAZ2A,,
C15orf40,,
UBA52,,
MSL1,,
ZBTB37,,
TYW1,,
IDNK,,
CHMP2A,,
VPS39,,
KRTAP22-2,,
SMPD4BP,,
ABRAXAS2,,
DDX49,,
PROSER1,,
PTGES2,,
IP6K2,,
RP2,,
CDK5RAP3,,
TYSND1,,
KMT2D,,
REX1BD,,
LOC100132356,,
MAPK13,,
SMYD4,,
TINCR,,
TMEM35B,,
PJA2,,
TANC1,,
RAI2,,
CWC22,,
KBTBD3,,
BRPF1,,
ITM2A,,
ZNF624,,
RAB6B,,
TRMT1L,,
EBI3,,
ELK3,,
NOTUM,,
GTF2A1,,
FGF1,,
ZNF32,,
ZNF146,,
CLPP,,
ZNF117,,
DDX42,,
AGTPBP1,,
ACAD8,,
TRBC1,,
HEATR5B,,
NFAT5,,
HSPA14,,
NCEH1,,
EEF1D,,
CBLN3,,
TXLNB,,
TEDC1,,
ZNF526,,
EML6,,
CCDC102A,,
RPS4X,,
FBXL5,,
TXN2,,
IFNAR2,,
BPTF,,
GNB2,,
ANAPC4,,
HMGA1,,
ZNF559,,
TMEM102,,
ZNF445,,
PYROXD1,,
PAF1,,
NOD1,,
WDR6,,
MBD3,,
ERBIN,,
ZNF672,,
APOBEC3G,,
MKRN1,,
THEMIS2,,
PDHB,,
PI4KB,,
RPL23,,
GIGYF1,,
MRPS34,,
NXF1,,
CENPT,,
ZNF189,,
FBXO42,,
SDHAP3,,
LIX1L,,
MDM1,,
GARS1-DT,,
ANKRD36BP2,,
ERMARD,,
AXIN1,,
C1orf35,,
RAB28,,
IGHD,,
RCL1,,
SDCBP2-AS1,,
POU6F1,,
GPATCH2L,,
MAN1A2,,
EMID1,,
TRAF7,,
ATG4D,,
HNRNPR,,
PHF2,,
DCAF1,,
C11orf58,,
YAF2,,
PRPF40A,,
XYLB,,
DNAJA3,,
MEF2D,,
WRAP73,,
CETN3,,
AREL1,,
S1PR3,,
MTMR10,,
AKR1A1,,
NSD2,,
PPIE,,
SNAP91,,
SKIC2,,
LSM5,,
MBD5,,
GCN1,,
KCTD13,,
MRPL10,,
TRIM52-AS1,,
ARIH2,,
ABCC3,,
SETDB1,,
NHP2,,
INPP5E,,
CHCHD2,,
DYRK1A,,
ZNF280D,,
TMEM167A,,
USP15,,
VPS4A,,
ZNF398,,
CMTR1,,
DLST,,
ZNF28,,
PPP6R3,,
WFDC11,,
HCST,,
ILF3,,
PSMA2,,
LRIG1,,
PEF1,,
NXT1,,
BAX,,
BBIP1,,
PARP10,,
RPS15,,
C19orf25,,
SPDL1,,
MFAP1,,
ZC3HAV1,,
RBM42,,
TSC1,,
LAMP2,,
SBDSP1,,
MUTYH,,
LRWD1,,
PWWP2B,,
ST6GALNAC3,,
SRA1,,
HAUS5,,
PPCDC,,
TINF2,,
SNX19,,
INTS1,,
CCNA2,,
ZNF3,,
PRDM15,,
RPS16,,
UBA6-DT,,
ZDHHC18,,
PPP1R13B,,
ATXN1L,,
ELAC2,,
NDUFV1,,
TFAP4,,
ADD3,,
MVD,,
RPS24,,
DGLUCY,,
PRELID1,,
FAM114A2,,
DFFB,,
ZNF142,,
PGBD2,,
GOLGA8A,,
ARF1,,
NAA15,,
RTN4RL2,,
DDX18,,
ZBTB46,,
ASB7,,
LOC728392,,
RPL12,,
MRPL9,,
RTF1,,
ZNF2,,
NEDD1,,
SYNGAP1,,
GFER,,
LINC00865,,
ZNF607,,
NMI,,
OCIAD1,,
RSL1D1,,
LDLRAP1,,
TUFM,,
CNOT6,,
PRKCD,,
SMARCD2,,
FBXL17,,
NHLRC2,,
CASP6,,
MED17,,
TRPC4AP,,
LIN52,,
SLC9A8,,
DPH1,,
FAM185A,,
DBF4,,
ELAVL1,,
ITPKA,,
FANCM,,
GCC2,,
EPM2AIP1,,
GSDMB,,
CLSTN3,,
ZC3H12A,,
UPK1A,,
DOLPP1,,
ATP5F1D,,
BMAL1,,
APOL1,,
RAB40C,,
ERV3-1,,
CCDC9,,
ZNF569,,
IL15,,
ARL6IP4,,
RBAK,,
THADA,,
ZNF582,,
PSMD4,,
SIX1,,
RAB33B,,
BARD1,,
SWAP70,,
KBTBD4,,
ZNF566,,
KLHL8,,
ZFR,,
GIT2,,
LIPT1,,
GON7,,
FAM204A,,
G3BP1,,
SH3YL1,,
INTS11,,
CNOT4,,
MFSD14A,,
PIK3CA,,
PRKAR1B,,
FBXO4,,
DOK2,,
FAF2,,
FIBCD1,,
MIR155HG,,
SIGLEC14,,
PPP2R3C,,
SNORD12C,,
PDAP1,,
ELP4,,
